dataset,filename,start,end,useful
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch16_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch10_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch11_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch0_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch15_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch15_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch15_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch1_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch4_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch14_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch9_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy04_ch3_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy09_ch2_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch15_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch6_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch8_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy01_ch12_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy08_ch7_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy11_ch0_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy03_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy05_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch13_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy02_ch0_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy10_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy07_ch5_cell0,,,
20090930_E_coli_MG1655_lexA3_Wang2010,xy06_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch10_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch16_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch17_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch11_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch1_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch4_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch9_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch3_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy09_ch2_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy04_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch6_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch8_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy01_ch12_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch7_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy11_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy08_ch14_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy03_ch15_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy05_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch13_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy02_ch0_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy10_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy07_ch5_cell0,,,
20090923_E_coli_MG1655_lexA3_Wang2010,xy06_ch12_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy06_ch8_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy01_ch3_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy07_ch11_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy01_ch17_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy08_ch2_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy05_ch3_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy02_ch8_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy10_ch16_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy03_ch10_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy06_ch5_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy08_ch11_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy03_ch0_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy06_ch17_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy07_ch0_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy10_ch0_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy02_ch5_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy08_ch4_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy01_ch11_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy07_ch17_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy05_ch5_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy02_ch10_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy09_ch1_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy01_ch5_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy04_ch0_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy09_ch11_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy08_ch9_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy06_ch11_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy10_ch6_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy02_ch3_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy05_ch8_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy07_ch6_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy03_ch16_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy05_ch10_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy10_ch10_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy03_ch6_cell0,,,
20090922_E_coli_MG1655_lexA3_Wang2010,xy01_ch8_cell0,,,
